nomor,tanggal,nama_pembeli,nama_barang,kuantum,nominal
1206,2/22/2021,TOKO ARDO,DAGING,80,5612800
1207,2/22/2021,Warung Nak Zihan,GULA,1120,13440000
1208,2/23/2021,TOKO YAKOB ,BERAS,6000,64650000
1209,2/23/2021,TOKO DEWI AFRITA ,BERAS,3500,37712500
1210,2/23/2021,TOKO ENDANG SUSILAWATI ,BERAS,6000,64650000
1211,2/23/2021,TOKO GERRY GUMILANG ,BERAS,2350,25321250
1212,2/23/2021,TOKO ALEXANDER Y. ,BERAS,1250,13468750
1213,2/23/2021,TOKO MIKA ERNAWATI ,BERAS,500,5387500
1214,2/25/2021,TOKO BU YULI,DAGING,80,6892800
1215,3/2/2021,SAHABAT ANDA,DAGING,100,8616000
1216,3/2/2021,TOKO RIZKI SAKYAH,GULA,200,2400000
1217,3/2/2021,TOKO IRVA,BERAS,400,4227600
1218,3/2/2021,TOKO NURDIAH ,TEPUNG,100,887600
1219,3/3/2021,TOKO BU YULI,BERAS,500,5284500
1220,3/3/2021,TOKO BU YULI,DAGING,80,5612800
1221,3/9/2021,TOKO MOMONG ALPINA ,BERAS,320,3382080
1222,3/9/2021,TOKO MOMONG ALPINA ,DAGING,60,5169600
1223,3/9/2021,TOKO MOMONG ALPINA ,GULA,32,384000
1224,3/9/2021,TOKO MOMONG ALPINA ,TEPUNG,102,905352
1225,3/18/2021,TOKO ABIZAR,BERAS,50,528450
1226,3/18/2021,TOKO ABIZAR,DAGING,35,3015600
1227,3/18/2021,TOKO FATHULLAH ZIKRI,BERAS,100,1056900
1228,3/18/2021,TOKO FATHULLAH ZIKRI,GULA,200,2400000
1229,3/18/2021,TOKO MAJU TERUS,DAGING,50,3508000
1230,3/19/2021,TOKO USAHA ,BERAS,100,1056900
1231,3/19/2021,TOKO USAHA ,DAGING,25,2154000
1232,3/19/2021,TOKO MUNIR,BERAS,40,666400
1233,3/19/2021,TOKO MUNIR,DAGING,40,2806400
1234,3/22/2021,TOKO KOTABARU,BERAS,250,2642250
1235,3/22/2021,TOKO KOTABARU,DAGING,10,701600
1236,3/22/2021,TOKO BOB-i,BERAS,100,1056900
1237,3/22/2021,TOKO BOB-i,GULA,200,2400000
1238,3/22/2021,TOKO BERKAH DUA PUTRA,DAGING,20,1403200
1239,3/22/2021,TOKO BERKAH DUA PUTRA,DAGING,25,2154000
1240,3/23/2021,TOKO BUNGUR,DAGING,35,3015600
1241,3/23/2021,TOKO BUNGUR,TEPUNG,50,443800
1242,3/23/2021,TOKO SIDAK,DAGING,35,3015600
1243,3/23/2021,TOKO SIDAK,TEPUNG,50,443800
1244,3/23/2021,TOKO AQIL,DAGING,35,3015600
1245,3/23/2021,TOKO AQIL,TEPUNG,38,337288
1246,3/23/2021,TOKO SULASTRI AGUSTINI,DAGING,35,3015600
1247,3/23/2021,TOKO SULASTRI AGUSTINI,TEPUNG,60,532560
1248,3/25/2021,TOKO JERORA JAYA,GULA,160,1920000
1249,3/25/2021,TOKO JERORA JAYA,DAGING,40,3446400
1250,3/25/2021,TOKO AMI,DAGING,60,5169600
1251,3/25/2021,KARUNIA,BERAS,150,1585350
1252,3/25/2021,KARUNIA,DAGING,30,2104800
1253,3/26/2021,TOKO ADELA,DAGING,50,4308000
1254,3/26/2021,TOKO ANUGRAH,BERAS,500,5437500
1255,3/26/2021,TOKO ANUGRAH,DAGING,40,2806400
1256,3/26/2021,TOKO DWI RETNO SAMUDRO,BERAS,500,5437500
1257,3/26/2021,TOKO DWI RETNO SAMUDRO,DAGING,60,4209600
1258,3/26/2021,TOKO YUSMAN DABU,DAGING,50,4308000
1259,3/29/2021,Warung Nak Zihan,BERAS,20,333200
1260,3/29/2021,Warung Nak Zihan,GULA,120,1440000
1261,3/29/2021,Warung Nak Zihan,DAGING,20,1403200
1262,3/30/2021,TOKO HIDAYAH,BERAS,300,3262500
1263,4/5/2021,TOKO SIDAK,DAGING,80,5852800
1264,4/6/2021,TOKO BU YULI,BERAS,2000,20412000
1265,4/6/2021,TOKO RIZKI SAKYAH,GULA,220,2640000
1266,4/6/2021,TOKO RIZKI SAKYAH,BERAS,200,2041200
1267,4/6/2021,TOKO RIZKI SAKYAH,TEPUNG,100,887600
1268,4/6/2021,TOKO ENDANG SUSILAWATI ,BERAS,5000,54375000
1269,4/6/2021,TOKO YAKOB ,BERAS,6000,65250000
1270,4/6/2021,TOKO HERMANTO ,BERAS,6000,65250000
1271,4/6/2021,TOKO YULIANA ,BERAS,1000,10875000
1272,4/6/2021,TOKO GERRY GUMILANG ,BERAS,1860,20227500
1273,4/7/2021,TOKO KHET MEN ,BERAS,1000,10875000
1274,4/7/2021,TOKO ENDANG HARTATI ,BERAS,1000,10875000
1275,4/7/2021,TOKO FEBRIANTI INDAH LESTARI ,BERAS,3500,38062500
1276,4/7/2021,TOKO YENNI SUSILAWATI ,BERAS,5000,54375000
1277,4/7/2021,TOKO URAI INA KURNIA ,BERAS,2000,21750000
1278,4/8/2021,TOKO ALEXANDER Y. ,BERAS,2000,21750000
1279,4/8/2021,TOKO AGUSTINUS ,BERAS,1000,10875000
1280,4/8/2021,TOKO APRIYANTO ,BERAS,3930,42738750
1281,4/8/2021,TOKO ARI YANTO ,BERAS,1000,10875000
1282,4/8/2021,TOKO NURFADILAH ,BERAS,670,7286250
1283,4/8/2021,TOKO SIMON SUMARDI ,BERAS,1000,10875000
1284,4/8/2021,TOKO MAJU TERUS,GULA,100,1200000
1285,4/8/2021,TOKO MAJU TERUS,DAGING,60,4389600
1286,4/8/2021,TOKO KINORA,BERAS,250,2718750
1287,4/8/2021,TOKO KINORA,TEPUNG,120,1065120
1288,4/9/2021,TOKO BERKAH DUA PUTRA,GULA,100,1200000
1289,4/9/2021,TOKO BERKAH DUA PUTRA,DAGING,80,5852800
